Temperature,Humidity,Wind_Speed,Cloud_Cover,Pressure
23.949685015240817,66.76118109950991,7.611493260316626,64.57821807710579,985.2796658328356
31.45844096585656,52.58640754894802,16.907701893987678,82.00676824471941,1024.9939138213051
11.096560744159564,76.04338813405514,2.8590744664762635,33.39272763631298,1019.147494506616
24.201114027348307,45.14653801209415,11.572712664104507,5.25304210213815,1033.9858671128163
18.999451611959095,56.16883984814484,2.8794346462830633,20.875950660893228,991.7558166154002
25.229031608891077,60.89503359598773,1.151990125460116,56.449317077177795,983.6657569495944
20.709462827646405,51.80150675870747,2.8325952229740703,28.100706487069903,981.0755020805818
33.80274478493505,91.8861944358356,5.538866695690848,34.96969300021773,1041.2133880305405
34.57316194989639,89.76047229105089,19.35177361914046,19.297055786770613,1013.7656183205512
21.178134465440685,97.5581427443629,10.957481997233586,15.072507218414543,999.5251852361916
31.220825640110252,47.72830210617511,3.0083466293657746,38.820498523694624,1023.2365646270302
14.279301203878962,89.8125809311693,19.789469316940753,95.9346395655921,1031.6533496584232
24.66960866145422,76.18628205735402,9.391136327100735,55.30533233767334,1028.725397796528
34.34546742114958,45.79742167029613,15.86874561068724,96.87024546738256,1035.66031932836
27.762633215754963,34.84197506737145,2.273694820051919,83.9895642974697,1033.466769124988
24.5059467715865,70.82679521754216,10.61712651361751,22.88128467286611,1044.1110281241924
20.23238280586905,64.70893054872556,18.9616749054956,11.232805220668208,986.7724115508356
29.126748728953498,49.62191090912448,2.511034061018675,36.66867838133668,1014.9097859589708
22.87305504841921,62.38711735557295,2.790561025181504,11.51107045487726,988.3820498106352
11.62803671372046,59.37778420060384,14.826665758417777,35.646361304438734,991.8171703531036
14.640898607648804,83.08558471693162,10.653883067949051,10.764524936298535,989.4238835264886
10.979694806358015,35.6144663631055,8.364641727361562,90.83858070043304,1006.2709889996902
23.804811748060164,36.37954842905148,10.888115079786566,76.01594776395537,991.8046827105508
21.111973883806748,89.21220528393269,18.64114082177916,63.77241128336434,986.314353689201
22.627835965443467,48.001221655867056,12.204849836972752,73.47151856124539,1017.350657568672
32.96366127975875,82.05499067140892,5.144381927615685,65.77465844009774,1001.56114937721
13.454573783715343,52.05172039802598,10.342791431075703,37.009635765878265,1022.8310204997988
23.049906840749564,88.19125613680812,14.377945036163617,89.23392334821268,1001.6300728249888
28.5086799157898,87.50082079693746,13.22573114052718,9.604528219601416,1031.8952035888128
26.69084503646168,31.672184163917517,12.24912462584166,18.75193167300193,1006.5487587530836
16.35956002794061,86.06554720921635,16.87001728787261,83.99061454250207,997.190836688508
29.453918773746263,49.84904005718227,10.191240572887503,45.90040227489703,1037.707488191113
21.984613734729702,73.8645726219785,15.829971946270868,0.2178232595508866,1016.723426802592
24.716553867036858,99.0964075673687,7.753896930565832,51.55481303817445,987.0744436328443
20.560187369216617,60.21981648353726,12.30726308486584,20.059645931716886,1000.1664627492888
20.664847739971975,49.49750000443085,18.64502901019426,90.42885346449084,1014.9913725428288
12.01167959947847,84.42288788580532,12.412658123760108,8.9630134526835,1043.2469587406283
19.189046751197413,96.75943273741584,17.21353934717378,63.00614901694244,1039.217244961105
30.643454713927408,61.62927820623135,2.465735578913335,12.775927092939298,1032.853061014784
12.47114879692261,70.54803163022453,7.174490572453087,37.67428952569721,1044.6048737489873
20.896030328457773,77.47091283101379,2.830979443547801,94.83680613675531,1045.1798636116089
28.05061327334199,67.64162455110468,9.59680588544536,19.219985065795377,1027.1154890416854
28.303555478492537,98.17320706296825,15.523087746801936,37.89830413110945,999.6425353031524
21.1156340025605,87.61435803462876,9.263869214989937,27.05258386124908,1025.1998631129902
24.034967939778102,91.0786813120392,9.333161246618634,11.143429543971738,981.6139139274692
18.61795318438769,92.57073564472202,16.177691211524568,59.36823175827851,1032.2470359510216
29.32775131263548,96.84916337137724,12.879682487715112,85.92659733128383,1026.9113547537704
13.129041449033574,49.59616250554626,5.225892291553215,68.00279541215724,1037.5550640011184
20.1343395712139,39.52303396649543,9.4382323754854,61.036284902688465,998.6776877486744
30.532586942452603,51.309339748866265,9.638458384468445,82.09371403156027,1036.991931471392
16.184968888478842,35.37729177842439,0.1007428789486963,48.78578440359676,998.7262645522864
24.82200676952894,74.30419785936057,7.495870621652834,83.65778506635564,993.507497238781
29.40834204148615,76.63909826610191,6.46254189674093,88.29104333055784,989.2425646959508
17.043252643848728,46.6859537411609,19.43754816359661,45.46231906286585,1043.0608988339477
11.062240205953955,32.66811126665631,2.8681584045748054,1.70273180163093,1008.360171493102
21.342421113901132,78.0403742259756,18.652818620402357,38.6185243241645,1022.5985785585792
18.19970002270199,85.80665241503485,7.400454541976576,12.69991650499218,1003.7917157766648
28.959466345903536,47.14931469334653,8.577967827456112,9.911316292865136,1024.453492511405
14.137080708490329,94.3100100620473,7.846141185626856,32.28133707817784,1001.4369074131874
27.98472655009934,31.716585448405304,6.790228764085642,81.06878069171877,1007.0956612888496
27.456211945457262,62.07952255086336,15.589544008408588,30.402164588958957,1039.0413757654442
23.308401772433054,58.65076555535043,13.227107683984336,17.693005363437063,982.6881904784744
24.25491926044699,54.724963694116035,2.896059417536172,52.89325210024439,1001.6494517157278
17.54253936599133,48.75427311735325,5.952531353668191,40.31957165084854,1044.3899624740752
32.75328467833667,90.67746164175986,1.4457152279156782,88.57792618098892,1031.5471904145477
13.493644471623874,96.9572113259817,7.854705288642798,19.287689617853555,1040.16004677535
20.225537789821868,85.99000227252795,7.79245648644409,13.438714558027431,1006.234547728326
24.43975225108372,64.45828164256676,15.242067772994035,70.92088774562482,1030.985928304263
13.244065564209532,37.719596394502226,3.7668711878942784,70.70497102418312,1004.669327118097
30.38062601790932,72.35258129365187,18.209553721226467,11.62821254650872,1041.4446521053133
10.679944860198006,70.58809020085391,8.832069863748686,2.453235549924082,993.8406083616568
14.516515538515858,92.45387477647748,15.802167055291925,61.117957441122506,1041.5534376588798
30.913679515479945,97.74999584146262,19.85774330926454,4.419551194957827,1024.9635172346125
13.909583721699075,57.26967939305346,13.648039927068252,28.153091144491547,987.3368803795591
28.42132904201964,32.6169297720052,8.66437200286984,17.436990659146666,999.5887918157132
33.04789498121413,74.94736533375263,16.587844852876128,8.468197901247166,1046.4319135482224
19.122795900530953,85.11553702177775,4.894271123462339,51.7133204295892,986.5532199039042
